row_id,caption_available,raw_image_path,resolved_image_path,image_exists,file_size_bytes,duplicate_group_id,usable_for_training,is_duplicate_member,duplicate_group_size,issue
57,True,/data/all_images/image_57.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_57.jpeg,True,29460,singleton_57,True,False,1,
58,True,/data/all_images/image_58.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_58.jpeg,True,41300,singleton_58,True,False,1,
59,True,/data/all_images/image_59.png,/DATA5/prabhakar/telecom/extracted_images/images/image_59.png,True,46526,singleton_59,True,False,1,
60,True,/data/all_images/image_60.png,/DATA5/prabhakar/telecom/extracted_images/images/image_60.png,True,72993,singleton_60,True,False,1,
61,True,/data/all_images/image_61.png,/DATA5/prabhakar/telecom/extracted_images/images/image_61.png,True,57268,singleton_61,True,False,1,
62,True,/data/all_images/image_62.png,/DATA5/prabhakar/telecom/extracted_images/images/image_62.png,True,22590,singleton_62,True,False,1,
63,True,/data/all_images/image_63.png,/DATA5/prabhakar/telecom/extracted_images/images/image_63.png,True,24200,singleton_63,True,False,1,
64,True,/data/all_images/image_64.png,/DATA5/prabhakar/telecom/extracted_images/images/image_64.png,True,20501,singleton_64,True,False,1,
65,True,/data/all_images/image_65.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_65.jpeg,True,107821,singleton_65,True,False,1,
66,True,/data/all_images/image_66.png,/DATA5/prabhakar/telecom/extracted_images/images/image_66.png,True,21220,singleton_66,True,False,1,
67,True,/data/all_images/image_67.png,/DATA5/prabhakar/telecom/extracted_images/images/image_67.png,True,24784,singleton_67,True,False,1,
68,True,/data/all_images/image_68.png,/DATA5/prabhakar/telecom/extracted_images/images/image_68.png,True,36612,singleton_68,True,False,1,
69,True,/data/all_images/image_69.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_69.jpeg,True,24831,singleton_69,True,False,1,
70,True,/data/all_images/image_70.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_70.jpeg,True,25516,singleton_70,True,False,1,
71,True,/data/all_images/image_71.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_71.jpeg,True,75509,singleton_71,True,False,1,
72,True,/data/all_images/image_72.png,/DATA5/prabhakar/telecom/extracted_images/images/image_72.png,True,67377,singleton_72,True,False,1,
73,True,/data/all_images/image_73.png,/DATA5/prabhakar/telecom/extracted_images/images/image_73.png,True,94648,singleton_73,True,False,1,
74,True,/data/all_images/image_74.png,/DATA5/prabhakar/telecom/extracted_images/images/image_74.png,True,22691,singleton_74,True,False,1,
75,True,/data/all_images/image_75.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_75.jpeg,True,50042,singleton_75,True,False,1,
76,True,/data/all_images/image_76.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_76.jpeg,True,40211,singleton_76,True,False,1,
77,True,/data/all_images/image_77.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_77.jpeg,True,45440,singleton_77,True,False,1,
78,True,/data/all_images/image_78.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_78.jpeg,True,24630,singleton_78,True,False,1,
79,True,/data/all_images/image_79.png,/DATA5/prabhakar/telecom/extracted_images/images/image_79.png,True,45822,singleton_79,True,False,1,
80,True,/data/all_images/image_80.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_80.jpeg,True,42367,singleton_80,True,False,1,
81,True,/data/all_images/image_81.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_81.jpeg,True,100079,singleton_81,True,False,1,
82,True,/data/all_images/image_82.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_82.jpeg,True,286286,singleton_82,True,False,1,
83,True,/data/all_images/image_83.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_83.jpeg,True,73799,singleton_83,True,False,1,
84,True,/data/all_images/image_84.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_84.jpeg,True,50227,singleton_84,True,False,1,
85,True,/data/all_images/image_85.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_85.jpeg,True,25719,singleton_85,True,False,1,
86,True,/data/all_images/image_86.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_86.jpeg,True,25137,singleton_86,True,False,1,
87,True,/data/all_images/image_87.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_87.jpeg,True,35978,singleton_87,True,False,1,
88,True,/data/all_images/image_88.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_88.jpeg,True,33245,singleton_88,True,False,1,
89,True,/data/all_images/image_89.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_89.jpeg,True,24841,dup_group_0,True,True,2,
90,True,/data/all_images/image_90.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_90.jpeg,True,208514,singleton_90,True,False,1,
91,True,/data/all_images/image_91.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_91.jpeg,True,30567,singleton_91,True,False,1,
92,True,/data/all_images/image_92.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_92.jpeg,True,23490,singleton_92,True,False,1,
93,True,/data/all_images/image_93.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_93.jpeg,True,23612,singleton_93,True,False,1,
94,True,/data/all_images/image_94.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_94.jpeg,True,24841,dup_group_0,True,True,2,
95,True,/data/all_images/image_95.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_95.jpeg,True,28844,dup_group_1,True,True,2,
96,True,/data/all_images/image_96.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_96.jpeg,True,28844,dup_group_1,True,True,2,
97,True,/data/all_images/image_97.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_97.jpeg,True,27775,singleton_97,True,False,1,
98,True,/data/all_images/image_98.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_98.jpeg,True,24656,singleton_98,True,False,1,
99,True,/data/all_images/image_99.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_99.jpeg,True,23285,singleton_99,True,False,1,
100,True,/data/all_images/image_100.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_100.jpeg,True,33364,singleton_100,True,False,1,
101,True,/data/all_images/image_101.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_101.jpeg,True,66883,singleton_101,True,False,1,
102,True,/data/all_images/image_102.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_102.jpeg,True,22634,singleton_102,True,False,1,
103,True,/data/all_images/image_103.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_103.jpeg,True,56471,singleton_103,True,False,1,
104,True,/data/all_images/image_104.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_104.jpeg,True,174206,singleton_104,True,False,1,
105,True,/data/all_images/image_105.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_105.jpeg,True,103299,singleton_105,True,False,1,
106,True,/data/all_images/image_106.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_106.jpeg,True,251936,singleton_106,True,False,1,
107,True,/data/all_images/image_107.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_107.jpeg,True,44666,singleton_107,True,False,1,
108,True,/data/all_images/image_108.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_108.jpeg,True,48017,singleton_108,True,False,1,
109,True,/data/all_images/image_109.png,/DATA5/prabhakar/telecom/extracted_images/images/image_109.png,True,34304,singleton_109,True,False,1,
110,True,/data/all_images/image_110.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_110.jpeg,True,70403,singleton_110,True,False,1,
111,True,/data/all_images/image_111.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_111.jpeg,True,26305,singleton_111,True,False,1,
112,True,/data/all_images/image_112.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_112.jpeg,True,158993,singleton_112,True,False,1,
113,True,/data/all_images/image_113.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_113.jpeg,True,56961,singleton_113,True,False,1,
114,True,/data/all_images/image_114.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_114.jpeg,True,63158,singleton_114,True,False,1,
115,True,/data/all_images/image_115.png,/DATA5/prabhakar/telecom/extracted_images/images/image_115.png,True,43039,singleton_115,True,False,1,
116,True,/data/all_images/image_116.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_116.jpeg,True,140057,singleton_116,True,False,1,
117,True,/data/all_images/image_117.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_117.jpeg,True,52502,dup_group_2,True,True,2,
118,True,/data/all_images/image_118.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_118.jpeg,True,52502,dup_group_2,True,True,2,
119,True,/data/all_images/image_119.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_119.jpeg,True,23189,singleton_119,True,False,1,
120,True,/data/all_images/image_120.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_120.jpeg,True,23978,singleton_120,True,False,1,
121,True,/data/all_images/image_121.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_121.jpeg,True,76039,singleton_121,True,False,1,
122,True,/data/all_images/image_122.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_122.jpeg,True,67874,singleton_122,True,False,1,
123,True,/data/all_images/image_123.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_123.jpeg,True,44258,singleton_123,True,False,1,
124,True,/data/all_images/image_124.png,/DATA5/prabhakar/telecom/extracted_images/images/image_124.png,True,49152,singleton_124,True,False,1,
125,True,/data/all_images/image_125.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_125.jpeg,True,46239,singleton_125,True,False,1,
126,True,/data/all_images/image_126.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_126.jpeg,True,23771,singleton_126,True,False,1,
127,True,/data/all_images/image_127.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_127.jpeg,True,55112,singleton_127,True,False,1,
128,True,/data/all_images/image_128.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_128.jpeg,True,49964,singleton_128,True,False,1,
129,True,/data/all_images/image_129.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_129.jpeg,True,36065,singleton_129,True,False,1,
130,True,/data/all_images/image_130.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_130.jpeg,True,36388,singleton_130,True,False,1,
131,True,/data/all_images/image_131.png,/DATA5/prabhakar/telecom/extracted_images/images/image_131.png,True,39826,singleton_131,True,False,1,
132,True,/data/all_images/image_132.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_132.jpeg,True,83481,singleton_132,True,False,1,
133,True,/data/all_images/image_133.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_133.jpeg,True,27337,singleton_133,True,False,1,
134,True,/data/all_images/image_134.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_134.jpeg,True,39824,singleton_134,True,False,1,
135,True,/data/all_images/image_135.png,/DATA5/prabhakar/telecom/extracted_images/images/image_135.png,True,52245,singleton_135,True,False,1,
136,True,/data/all_images/image_136.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_136.jpeg,True,82116,singleton_136,True,False,1,
137,True,/data/all_images/image_137.png,/DATA5/prabhakar/telecom/extracted_images/images/image_137.png,True,58168,singleton_137,True,False,1,
138,True,/data/all_images/image_138.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_138.jpeg,True,25409,singleton_138,True,False,1,
139,True,/data/all_images/image_139.png,/DATA5/prabhakar/telecom/extracted_images/images/image_139.png,True,31608,singleton_139,True,False,1,
140,True,/data/all_images/image_140.png,/DATA5/prabhakar/telecom/extracted_images/images/image_140.png,True,22054,singleton_140,True,False,1,
141,True,/data/all_images/image_141.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_141.jpeg,True,83498,singleton_141,True,False,1,
142,True,/data/all_images/image_142.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_142.jpeg,True,90470,singleton_142,True,False,1,
143,True,/data/all_images/image_143.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_143.jpeg,True,44975,singleton_143,True,False,1,
144,True,/data/all_images/image_144.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_144.jpeg,True,47347,singleton_144,True,False,1,
145,True,/data/all_images/image_145.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_145.jpeg,True,38619,singleton_145,True,False,1,
146,True,/data/all_images/image_146.png,/DATA5/prabhakar/telecom/extracted_images/images/image_146.png,True,34786,singleton_146,True,False,1,
147,True,/data/all_images/image_147.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_147.jpeg,True,43268,singleton_147,True,False,1,
148,True,/data/all_images/image_148.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_148.jpeg,True,48328,singleton_148,True,False,1,
149,True,/data/all_images/image_149.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_149.jpeg,True,68810,singleton_149,True,False,1,
150,True,/data/all_images/image_150.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_150.jpeg,True,46618,singleton_150,True,False,1,
151,True,/data/all_images/image_151.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_151.jpeg,True,32093,singleton_151,True,False,1,
152,True,/data/all_images/image_152.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_152.jpeg,True,84648,singleton_152,True,False,1,
153,True,/data/all_images/image_153.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_153.jpeg,True,24909,singleton_153,True,False,1,
154,True,/data/all_images/image_154.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_154.jpeg,True,54197,singleton_154,True,False,1,
155,True,/data/all_images/image_155.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_155.jpeg,True,70134,singleton_155,True,False,1,
156,True,/data/all_images/image_156.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_156.jpeg,True,77347,singleton_156,True,False,1,
157,True,/data/all_images/image_157.png,/DATA5/prabhakar/telecom/extracted_images/images/image_157.png,True,28822,singleton_157,True,False,1,
158,True,/data/all_images/image_158.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_158.jpeg,True,26318,singleton_158,True,False,1,
159,True,/data/all_images/image_159.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_159.jpeg,True,25442,singleton_159,True,False,1,
160,True,/data/all_images/image_160.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_160.jpeg,True,34198,singleton_160,True,False,1,
161,True,/data/all_images/image_161.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_161.jpeg,True,48115,singleton_161,True,False,1,
162,True,/data/all_images/image_162.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_162.jpeg,True,57409,singleton_162,True,False,1,
163,True,/data/all_images/image_163.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_163.jpeg,True,40778,singleton_163,True,False,1,
164,True,/data/all_images/image_164.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_164.jpeg,True,29984,singleton_164,True,False,1,
165,True,/data/all_images/image_165.png,/DATA5/prabhakar/telecom/extracted_images/images/image_165.png,True,27656,singleton_165,True,False,1,
166,True,/data/all_images/image_166.png,/DATA5/prabhakar/telecom/extracted_images/images/image_166.png,True,33605,singleton_166,True,False,1,
167,True,/data/all_images/image_167.png,/DATA5/prabhakar/telecom/extracted_images/images/image_167.png,True,28038,singleton_167,True,False,1,
168,True,/data/all_images/image_168.png,/DATA5/prabhakar/telecom/extracted_images/images/image_168.png,True,46297,singleton_168,True,False,1,
169,True,/data/all_images/image_169.png,/DATA5/prabhakar/telecom/extracted_images/images/image_169.png,True,33545,singleton_169,True,False,1,
170,True,/data/all_images/image_170.png,/DATA5/prabhakar/telecom/extracted_images/images/image_170.png,True,36890,singleton_170,True,False,1,
171,True,/data/all_images/image_171.png,/DATA5/prabhakar/telecom/extracted_images/images/image_171.png,True,28558,singleton_171,True,False,1,
172,True,/data/all_images/image_172.png,/DATA5/prabhakar/telecom/extracted_images/images/image_172.png,True,37420,singleton_172,True,False,1,
173,True,/data/all_images/image_173.png,/DATA5/prabhakar/telecom/extracted_images/images/image_173.png,True,35424,singleton_173,True,False,1,
174,True,/data/all_images/image_174.png,/DATA5/prabhakar/telecom/extracted_images/images/image_174.png,True,30330,singleton_174,True,False,1,
175,True,/data/all_images/image_175.png,/DATA5/prabhakar/telecom/extracted_images/images/image_175.png,True,23167,singleton_175,True,False,1,
176,True,/data/all_images/image_176.png,/DATA5/prabhakar/telecom/extracted_images/images/image_176.png,True,22643,singleton_176,True,False,1,
177,True,/data/all_images/image_177.png,/DATA5/prabhakar/telecom/extracted_images/images/image_177.png,True,23830,singleton_177,True,False,1,
178,True,/data/all_images/image_178.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_178.jpeg,True,42567,singleton_178,True,False,1,
179,True,/data/all_images/image_179.png,/DATA5/prabhakar/telecom/extracted_images/images/image_179.png,True,27133,dup_group_3,True,True,3,
180,True,/data/all_images/image_180.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_180.jpeg,True,49761,dup_group_4,True,True,3,
181,True,/data/all_images/image_181.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_181.jpeg,True,61563,singleton_181,True,False,1,
182,True,/data/all_images/image_182.png,/DATA5/prabhakar/telecom/extracted_images/images/image_182.png,True,33059,singleton_182,True,False,1,
183,True,/data/all_images/image_183.png,/DATA5/prabhakar/telecom/extracted_images/images/image_183.png,True,21327,singleton_183,True,False,1,
184,True,/data/all_images/image_184.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_184.jpeg,True,32774,singleton_184,True,False,1,
185,True,/data/all_images/image_185.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_185.jpeg,True,53322,singleton_185,True,False,1,
186,True,/data/all_images/image_186.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_186.jpeg,True,45546,singleton_186,True,False,1,
187,True,/data/all_images/image_187.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_187.jpeg,True,20793,singleton_187,True,False,1,
188,True,/data/all_images/image_188.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_188.jpeg,True,28545,dup_group_5,True,True,2,
189,True,/data/all_images/image_189.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_189.jpeg,True,50697,singleton_189,True,False,1,
190,True,/data/all_images/image_190.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_190.jpeg,True,33813,singleton_190,True,False,1,
191,True,/data/all_images/image_191.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_191.jpeg,True,33474,singleton_191,True,False,1,
192,True,/data/all_images/image_192.png,/DATA5/prabhakar/telecom/extracted_images/images/image_192.png,True,27307,singleton_192,True,False,1,
193,True,/data/all_images/image_193.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_193.jpeg,True,42621,singleton_193,True,False,1,
194,True,/data/all_images/image_194.png,/DATA5/prabhakar/telecom/extracted_images/images/image_194.png,True,20705,singleton_194,True,False,1,
195,True,/data/all_images/image_195.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_195.jpeg,True,53946,singleton_195,True,False,1,
196,True,/data/all_images/image_196.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_196.jpeg,True,59162,singleton_196,True,False,1,
197,True,/data/all_images/image_197.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_197.jpeg,True,61297,singleton_197,True,False,1,
198,True,/data/all_images/image_198.jpeg,/DATA5/prabhakar/telecom/extracted_images/images/image_198.jpeg,True,37192,singleton_198,True,False,1,
