query_id,query_text,query_type,system,rank,image_id,caption_snippet
q1_1,handover failure call flow between UE and eNodeB,q1,BGE,8,image_2570.jpeg,Mobile Terminated NIDD procedure
q1_1,handover failure call flow between UE and eNodeB,q1,BGE,9,image_39.jpeg,UL cell site scenario: Ec/No at serving NB
q1_1,handover failure call flow between UE and eNodeB,q1,BGE,10,image_562.jpeg,SN Modification procedure - SN initiated with MN involvement
q1_2,RRC connection establishment procedure ladder diagram,q1,final,1,image_1.jpeg,1.28Mcps TDD Home NodeB Timing according to Macro Node B’s DwPCH
q1_2,RRC connection establishment procedure ladder diagram,q1,final,2,image_3422.jpeg,IAB architecture; a) IAB-node using SA mode with NGC; b) IAB-node using EN-DC
q1_2,RRC connection establishment procedure ladder diagram,q1,final,3,image_3456.jpeg,Timing offset scheme for PRACH preamble format 0 and 2
q1_2,RRC connection establishment procedure ladder diagram,q1,final,4,image_580.jpeg,eNB to Master Node change
q1_2,RRC connection establishment procedure ladder diagram,q1,final,5,image_1413.jpeg,Frame structure type 2 (for 5 ms switch-point periodicity)
q1_2,RRC connection establishment procedure ladder diagram,q1,final,6,image_3455.jpeg,Timing offset scheme for PRACH preamble format 0 and format 2
q1_2,RRC connection establishment procedure ladder diagram,q1,final,7,image_511.png,Alignment of TD-SCDMA and E-UTRA TDD
q1_2,RRC connection establishment procedure ladder diagram,q1,final,8,image_3357.jpeg,"Roaming architecture for local breakout, with home operator's application functions"
q1_2,RRC connection establishment procedure ladder diagram,q1,final,9,image_578.jpeg,Master Node to eNB Change procedure
q1_2,RRC connection establishment procedure ladder diagram,q1,final,10,image_863.png,FEC Framework configuration information according to TS 26.346 Clause 8A.5
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,1,image_1.jpeg,1.28Mcps TDD Home NodeB Timing according to Macro Node B’s DwPCH
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,2,image_3422.jpeg,IAB architecture; a) IAB-node using SA mode with NGC; b) IAB-node using EN-DC
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,3,image_580.jpeg,eNB to Master Node change
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,4,image_3357.jpeg,"Roaming architecture for local breakout, with home operator's application functions"
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,5,image_578.jpeg,Master Node to eNB Change procedure
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,6,image_863.png,FEC Framework configuration information according to TS 26.346 Clause 8A.5
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,7,image_511.png,Alignment of TD-SCDMA and E-UTRA TDD
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,8,image_385.jpeg,Procedure for AAA-S triggered Authorization Revocation to use S-NSSAI for
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,9,image_386.jpeg,Procedure for AAA-S triggered Authorization Revocation to use S-NSSAI for Relay
q1_2,RRC connection establishment procedure ladder diagram,q1,BM25,10,image_557.jpeg,Secondary Node Addition procedure
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,1,image_1.jpeg,1.28Mcps TDD Home NodeB Timing according to Macro Node B’s DwPCH
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,2,image_1413.jpeg,Frame structure type 2 (for 5 ms switch-point periodicity)
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,3,image_3456.jpeg,Timing offset scheme for PRACH preamble format 0 and 2
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,4,image_555.jpeg,MBS Measurement Time
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,5,image_556.jpeg,WLAN Measurement Time
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,6,image_3455.jpeg,Timing offset scheme for PRACH preamble format 0 and format 2
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,7,image_2804.jpeg,MCPTT: Ongoing Group Call – Second UE in a cell
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,8,image_2805.jpeg,MCPTT: Ongoing Group Call – First UE in a cell
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,9,image_3497.jpeg,Model for Test Mode Control and UE Test Loop Mode B on UE side when NE-DC
q1_2,RRC connection establishment procedure ladder diagram,q1,BGE,10,image_3496.jpeg,Model for Test Mode Control and UE Test Loop Mode B on UE side when NE-DC
q1_3,NAS authentication and key agreement,q1,final,1,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_3,NAS authentication and key agreement,q1,final,2,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_3,NAS authentication and key agreement,q1,final,3,image_3079.jpeg,Non-MSGin5G UE registration
q1_3,NAS authentication and key agreement,q1,final,4,image_4.jpeg,UE Registration to open access HNBs.
q1_3,NAS authentication and key agreement,q1,final,5,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_3,NAS authentication and key agreement,q1,final,6,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_3,NAS authentication and key agreement,q1,final,7,image_3402.jpeg,"Notification of the ECGI, TAI and/or user CSG information changes"
q1_3,NAS authentication and key agreement,q1,final,8,image_1531.jpeg,The Allowed CSG List Management Object
q1_3,NAS authentication and key agreement,q1,final,9,image_1054.jpeg,UE Policy Association Establishment procedure - Non-roaming
q1_3,NAS authentication and key agreement,q1,final,10,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q1_3,NAS authentication and key agreement,q1,BM25,1,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_3,NAS authentication and key agreement,q1,BM25,2,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_3,NAS authentication and key agreement,q1,BM25,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_3,NAS authentication and key agreement,q1,BM25,4,image_3079.jpeg,Non-MSGin5G UE registration
q1_3,NAS authentication and key agreement,q1,BM25,5,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_3,NAS authentication and key agreement,q1,BM25,6,image_4.jpeg,UE Registration to open access HNBs.
q1_3,NAS authentication and key agreement,q1,BM25,7,image_3402.jpeg,"Notification of the ECGI, TAI and/or user CSG information changes"
q1_3,NAS authentication and key agreement,q1,BM25,8,image_1531.jpeg,The Allowed CSG List Management Object
q1_3,NAS authentication and key agreement,q1,BM25,9,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q1_3,NAS authentication and key agreement,q1,BM25,10,image_2218.jpeg,UE or network requested PDU Session Modification (for non-roaming and roaming
q1_3,NAS authentication and key agreement,q1,BGE,1,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_3,NAS authentication and key agreement,q1,BGE,2,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_3,NAS authentication and key agreement,q1,BGE,3,image_3079.jpeg,Non-MSGin5G UE registration
q1_3,NAS authentication and key agreement,q1,BGE,4,image_4.jpeg,UE Registration to open access HNBs.
q1_3,NAS authentication and key agreement,q1,BGE,5,image_3277.jpeg,UE initiates the registration on behalf of the PNE
q1_3,NAS authentication and key agreement,q1,BGE,6,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_3,NAS authentication and key agreement,q1,BGE,7,image_1054.jpeg,UE Policy Association Establishment procedure - Non-roaming
q1_3,NAS authentication and key agreement,q1,BGE,8,image_1639.jpeg,Single Registration Procedure between UDM and HSS FE
q1_3,NAS authentication and key agreement,q1,BGE,9,image_2748.jpeg,IMS Termination via CS Access for non ICS UE not registered in IMS
q1_3,NAS authentication and key agreement,q1,BGE,10,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,final,1,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_4,5G system architecture block diagram,q1,final,2,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_4,5G system architecture block diagram,q1,final,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,final,4,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q1_4,5G system architecture block diagram,q1,final,5,image_4.jpeg,UE Registration to open access HNBs.
q1_4,5G system architecture block diagram,q1,final,6,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,final,7,image_3402.jpeg,"Notification of the ECGI, TAI and/or user CSG information changes"
q1_4,5G system architecture block diagram,q1,final,8,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q1_4,5G system architecture block diagram,q1,final,9,image_1531.jpeg,The Allowed CSG List Management Object
q1_4,5G system architecture block diagram,q1,final,10,image_3079.jpeg,Non-MSGin5G UE registration
q1_4,5G system architecture block diagram,q1,BM25,1,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_4,5G system architecture block diagram,q1,BM25,2,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_4,5G system architecture block diagram,q1,BM25,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,BM25,4,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q1_4,5G system architecture block diagram,q1,BM25,5,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,BM25,6,image_3402.jpeg,"Notification of the ECGI, TAI and/or user CSG information changes"
q1_4,5G system architecture block diagram,q1,BM25,7,image_4.jpeg,UE Registration to open access HNBs.
q1_4,5G system architecture block diagram,q1,BM25,8,image_1531.jpeg,The Allowed CSG List Management Object
q1_4,5G system architecture block diagram,q1,BM25,9,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q1_4,5G system architecture block diagram,q1,BM25,10,image_1872.jpeg,Procedure for NWDAF assisted misused or hijacked UEs identification
q1_4,5G system architecture block diagram,q1,BGE,1,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_4,5G system architecture block diagram,q1,BGE,2,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_4,5G system architecture block diagram,q1,BGE,3,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,BGE,4,image_4.jpeg,UE Registration to open access HNBs.
q1_4,5G system architecture block diagram,q1,BGE,5,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_4,5G system architecture block diagram,q1,BGE,6,image_1639.jpeg,Single Registration Procedure between UDM and HSS FE
q1_4,5G system architecture block diagram,q1,BGE,7,image_3277.jpeg,UE initiates the registration on behalf of the PNE
q1_4,5G system architecture block diagram,q1,BGE,8,image_3719.png,HNB Registration procedure flow
q1_4,5G system architecture block diagram,q1,BGE,9,image_1377.jpeg,Mobility to HeNB's CSG and hybrid cells.
q1_4,5G system architecture block diagram,q1,BGE,10,image_3079.jpeg,Non-MSGin5G UE registration
q1_5,dedicated bearer activation call flow,q1,final,1,image_4.jpeg,UE Registration to open access HNBs.
q1_5,dedicated bearer activation call flow,q1,final,2,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q1_5,dedicated bearer activation call flow,q1,final,3,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_5,dedicated bearer activation call flow,q1,final,4,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_5,dedicated bearer activation call flow,q1,final,5,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_5,dedicated bearer activation call flow,q1,final,6,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_5,dedicated bearer activation call flow,q1,final,7,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_5,dedicated bearer activation call flow,q1,final,8,image_3079.jpeg,Non-MSGin5G UE registration
q1_5,dedicated bearer activation call flow,q1,final,9,image_3078.jpeg,MSGin5G UE de-registration
q1_5,dedicated bearer activation call flow,q1,final,10,image_1082.png,Subscription to the registration-state event package by the UE-A
q1_5,dedicated bearer activation call flow,q1,BM25,1,image_4.jpeg,UE Registration to open access HNBs.
q1_5,dedicated bearer activation call flow,q1,BM25,2,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q1_5,dedicated bearer activation call flow,q1,BM25,3,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_5,dedicated bearer activation call flow,q1,BM25,4,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_5,dedicated bearer activation call flow,q1,BM25,5,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_5,dedicated bearer activation call flow,q1,BM25,6,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_5,dedicated bearer activation call flow,q1,BM25,7,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_5,dedicated bearer activation call flow,q1,BM25,8,image_3078.jpeg,MSGin5G UE de-registration
q1_5,dedicated bearer activation call flow,q1,BM25,9,image_3079.jpeg,Non-MSGin5G UE registration
q1_5,dedicated bearer activation call flow,q1,BM25,10,image_2742.jpeg,Initial IMS Registration via CS Access
q1_5,dedicated bearer activation call flow,q1,BGE,1,image_4.jpeg,UE Registration to open access HNBs.
q1_5,dedicated bearer activation call flow,q1,BGE,2,image_3.jpeg,UE Registration for CSG UEs and CSG or Hybrid HNBs.
q1_5,dedicated bearer activation call flow,q1,BGE,3,image_2.png,UE Registration for non CSG UEs or non CSG HNBs.
q1_5,dedicated bearer activation call flow,q1,BGE,4,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_5,dedicated bearer activation call flow,q1,BGE,5,image_3719.png,HNB Registration procedure flow
q1_5,dedicated bearer activation call flow,q1,BGE,6,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_5,dedicated bearer activation call flow,q1,BGE,7,image_10.jpeg,Enhanced Relocation from Open Access and Hybrid HNBs to RNC.
q1_5,dedicated bearer activation call flow,q1,BGE,8,image_3277.jpeg,UE initiates the registration on behalf of the PNE
q1_5,dedicated bearer activation call flow,q1,BGE,9,image_1639.jpeg,Single Registration Procedure between UDM and HSS FE
q1_5,dedicated bearer activation call flow,q1,BGE,10,image_3718.jpeg,HNB-GW discovery via HMS (initial) accessible on the public Internet
q1_6,mobility management entity state machine,q1,final,1,image_5.jpeg,Iuh Disconnect procedure.
q1_6,mobility management entity state machine,q1,final,2,image_17.png,Iuh–Interface Protocol Stack.
q1_6,mobility management entity state machine,q1,final,3,image_1758.jpeg,Chat group call disconnect on MBMS bearer
q1_6,mobility management entity state machine,q1,final,4,image_3168.jpeg,Chat group call disconnect on MBMS bearer
q1_6,mobility management entity state machine,q1,final,5,image_22.png,Release of established signalling connection over Iupc and Iuh connections – HNB
q1_6,mobility management entity state machine,q1,final,6,image_23.jpeg,Release of established signalling connection over Iupc and Iuh connections – HNB
q1_6,mobility management entity state machine,q1,final,7,image_19.png,Establishment of signalling connection over Iuh and Iupc connections between HNB
q1_6,mobility management entity state machine,q1,final,8,image_18.png,Establishment of signalling connection over Iupc and Iuh connections between HNB
q1_6,mobility management entity state machine,q1,final,9,image_24.jpeg,Connectionless data transfer over Iupc and Iuh connections – SAS initiated.
q1_6,mobility management entity state machine,q1,final,10,image_20.jpeg,Transport of PCAP messages via signalling connection over Iuh and Iupc
q1_6,mobility management entity state machine,q1,BM25,1,image_5.jpeg,Iuh Disconnect procedure.
q1_6,mobility management entity state machine,q1,BM25,2,image_17.png,Iuh–Interface Protocol Stack.
q1_6,mobility management entity state machine,q1,BM25,3,image_1758.jpeg,Chat group call disconnect on MBMS bearer
q1_6,mobility management entity state machine,q1,BM25,4,image_3168.jpeg,Chat group call disconnect on MBMS bearer
q1_6,mobility management entity state machine,q1,BM25,5,image_24.jpeg,Connectionless data transfer over Iupc and Iuh connections – SAS initiated.
q1_6,mobility management entity state machine,q1,BM25,6,image_18.png,Establishment of signalling connection over Iupc and Iuh connections between HNB
q1_6,mobility management entity state machine,q1,BM25,7,image_19.png,Establishment of signalling connection over Iuh and Iupc connections between HNB
q1_6,mobility management entity state machine,q1,BM25,8,image_20.jpeg,Transport of PCAP messages via signalling connection over Iuh and Iupc
q1_6,mobility management entity state machine,q1,BM25,9,image_21.jpeg,Transport of PCAP messages via signalling connection over Iuh and Iupc
q1_6,mobility management entity state machine,q1,BM25,10,image_22.png,Release of established signalling connection over Iupc and Iuh connections – HNB
q1_6,mobility management entity state machine,q1,BGE,1,image_5.jpeg,Iuh Disconnect procedure.
q1_6,mobility management entity state machine,q1,BGE,2,image_2467.png,UE/ePDG-initiated detach procedure or UE-requested PDN disconnection procedure
q1_6,mobility management entity state machine,q1,BGE,3,image_3376.jpeg,HSS-Initiated Detach Procedure
q1_6,mobility management entity state machine,q1,BGE,4,image_3375.jpeg,MME-Initiated Detach Procedure
q1_6,mobility management entity state machine,q1,BGE,5,image_1913.png,UE-initiated detach procedure with MIPv4 FACoA
q1_6,mobility management entity state machine,q1,BGE,6,image_3373.jpeg,UE-Initiated Detach Procedure - UE camping on E-UTRAN
q1_6,mobility management entity state machine,q1,BGE,7,image_23.jpeg,Release of established signalling connection over Iupc and Iuh connections – HNB
q1_6,mobility management entity state machine,q1,BGE,8,image_22.png,Release of established signalling connection over Iupc and Iuh connections – HNB
q1_6,mobility management entity state machine,q1,BGE,9,image_1937.png,UE/ePDG-initiated detach procedure with PMIPv6 on S2b
q1_6,mobility management entity state machine,q1,BGE,10,image_33.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q1_7,UE context release request message flow,q1,final,1,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_7,UE context release request message flow,q1,final,2,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q1_7,UE context release request message flow,q1,final,3,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q1_7,UE context release request message flow,q1,final,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_7,UE context release request message flow,q1,final,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_7,UE context release request message flow,q1,final,6,image_34.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q1_7,UE context release request message flow,q1,final,7,image_35.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q1_7,UE context release request message flow,q1,final,8,image_32.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q1_7,UE context release request message flow,q1,final,9,image_33.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q1_7,UE context release request message flow,q1,final,10,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q1_7,UE context release request message flow,q1,BM25,1,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_7,UE context release request message flow,q1,BM25,2,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q1_7,UE context release request message flow,q1,BM25,3,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q1_7,UE context release request message flow,q1,BM25,4,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_7,UE context release request message flow,q1,BM25,5,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_7,UE context release request message flow,q1,BM25,6,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q1_7,UE context release request message flow,q1,BM25,7,image_25.png,Iurh–Interface Protocol Stack.
q1_7,UE context release request message flow,q1,BM25,8,image_34.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q1_7,UE context release request message flow,q1,BM25,9,image_35.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q1_7,UE context release request message flow,q1,BM25,10,image_9.png,HNB Configuration Transfer.
q1_7,UE context release request message flow,q1,BGE,1,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_7,UE context release request message flow,q1,BGE,2,image_35.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q1_7,UE context release request message flow,q1,BGE,3,image_34.jpeg,Connectionless data transfer over Iurh and Iur connections – HNB initiated.
q1_7,UE context release request message flow,q1,BGE,4,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q1_7,UE context release request message flow,q1,BGE,5,image_19.png,Establishment of signalling connection over Iuh and Iupc connections between HNB
q1_7,UE context release request message flow,q1,BGE,6,image_18.png,Establishment of signalling connection over Iupc and Iuh connections between HNB
q1_7,UE context release request message flow,q1,BGE,7,image_33.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q1_7,UE context release request message flow,q1,BGE,8,image_32.jpeg,Release of established signalling connection over Iurh and Iur connections – HNB
q1_7,UE context release request message flow,q1,BGE,9,image_3555.jpeg,Inter-gNB handover involving gNB-CU-UP change
q1_7,UE context release request message flow,q1,BGE,10,image_22.png,Release of established signalling connection over Iupc and Iuh connections – HNB
q1_8,gNB CU DU split architecture,q1,final,1,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q1_8,gNB CU DU split architecture,q1,final,2,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q1_8,gNB CU DU split architecture,q1,final,3,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_8,gNB CU DU split architecture,q1,final,4,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_8,gNB CU DU split architecture,q1,final,5,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_8,gNB CU DU split architecture,q1,final,6,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q1_8,gNB CU DU split architecture,q1,final,7,image_9.png,HNB Configuration Transfer.
q1_8,gNB CU DU split architecture,q1,final,8,image_3719.png,HNB Registration procedure flow
q1_8,gNB CU DU split architecture,q1,final,9,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_8,gNB CU DU split architecture,q1,final,10,image_11.jpeg,Enhanced Relocation from RNC to Open Access HNB for CSG UEs.
q1_8,gNB CU DU split architecture,q1,BM25,1,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q1_8,gNB CU DU split architecture,q1,BM25,2,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q1_8,gNB CU DU split architecture,q1,BM25,3,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_8,gNB CU DU split architecture,q1,BM25,4,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_8,gNB CU DU split architecture,q1,BM25,5,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_8,gNB CU DU split architecture,q1,BM25,6,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q1_8,gNB CU DU split architecture,q1,BM25,7,image_9.png,HNB Configuration Transfer.
q1_8,gNB CU DU split architecture,q1,BM25,8,image_3719.png,HNB Registration procedure flow
q1_8,gNB CU DU split architecture,q1,BM25,9,image_2503.jpeg,HNB GW initiated S15 session modification
q1_8,gNB CU DU split architecture,q1,BM25,10,image_12.png,Enhanced Relocation from RNC to Hybrid HNB for CSG UEs.
q1_8,gNB CU DU split architecture,q1,BGE,1,image_7.jpeg,Soft Handover Initiation HNB to HNB.
q1_8,gNB CU DU split architecture,q1,BGE,2,image_13.jpeg,Soft Handover HNB to RNC via HNB-GW.
q1_8,gNB CU DU split architecture,q1,BGE,3,image_14.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_8,gNB CU DU split architecture,q1,BGE,4,image_15.jpeg,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.
q1_8,gNB CU DU split architecture,q1,BGE,5,image_6.jpeg,HNB to HNB Handover via Iurh interface – UE involved.
q1_8,gNB CU DU split architecture,q1,BGE,6,image_3555.jpeg,Inter-gNB handover involving gNB-CU-UP change
q1_8,gNB CU DU split architecture,q1,BGE,7,image_2853.jpeg,Xn Handover
q1_8,gNB CU DU split architecture,q1,BGE,8,image_1374.jpeg,Inter-MeNB handover without SeNB change
q1_8,gNB CU DU split architecture,q1,BGE,9,image_577.jpeg,Inter-MN handover with/without MN initiated SN change procedure
q1_8,gNB CU DU split architecture,q1,BGE,10,image_9.png,HNB Configuration Transfer.
q1_9,AMF SMF UPF session management,q1,final,1,image_8.jpeg,HNB to HNB CELL_FACH/CELL_PCH/URA_PCH mobility
q1_9,AMF SMF UPF session management,q1,final,2,image_16.jpeg,RNC to HNB CELL_FACH/CELL_PCH and URA_PCH mobility
