query_id,query_type,original_query,expanded_query,rr_orig,rr_fuse_10,delta,helped
q3_2035,q3,Figure 4.3.1-1 represents the non-roaming architecture for interworking between 5GS and EPC/E-UTRAN.,Figure 4.3.1-1 represents the non-roaming architecture for interworking between 5GS and EPC/E-UTRAN. Evolved Universal Terrestrial Radio Access Network LTE radio access network eNB Evolved Packet Core LTE core network MME,0.3333333333333333,1.0,0.6666666666666667,True
q2_1742,q2,What controls the transmission during an MCVideo session?,What controls the transmission during an MCVideo session? Mission Critical Video mission critical service video service,0.3333333333333333,1.0,0.6666666666666667,True
q2_2642,q2,What is the transmission control mechanism during an MCVideo session?,What is the transmission control mechanism during an MCVideo session? Mission Critical Video mission critical service video service,0.3333333333333333,1.0,0.6666666666666667,True
q2_3237,q2,Where are the MC service user database and SIP database located in relation to HSS?,Where are the MC service user database and SIP database located in relation to HSS? Home Subscriber Server subscriber database EPC Session Initiation Protocol IMS signaling multimedia session,0.3333333333333333,1.0,0.6666666666666667,True
q3_2236,q3,"When the UE is connected to 5GS or 5GC-N3IWF, the PGW-C+SMF may store in UDM the PGW-C+SMF FQDN for S5/S8/S2b interface, within the UE context in SMF data, when the PWG-C+SMF registers in UDM.","When the UE is connected to 5GS or 5GC-N3IWF, the PGW-C+SMF may store in UDM the PGW-C+SMF FQDN for S5/S8/S2b interface, within the UE context in SMF data, when the PWG-C+SMF registers in UDM. Unified Data Management subscriber data 5G core Session Management Function PDU session session management User Equipment mobile terminal device",0.3333333333333333,1.0,0.6666666666666667,True
q2_719,q2,What are the UE 5G downlink media streaming functions focused on from a Media Player perspective?,What are the UE 5G downlink media streaming functions focused on from a Media Player perspective? User Equipment mobile terminal device,0.3333333333333333,1.0,0.6666666666666667,True
q2_1650,q2,What is the coexistence architecture between existing HSS and Combined HSS/UDM with separate repositories?,What is the coexistence architecture between existing HSS and Combined HSS/UDM with separate repositories? Unified Data Management subscriber data 5G core Home Subscriber Server subscriber database EPC,0.3333333333333333,1.0,0.6666666666666667,True
q2_1817,q2,What is the process for floor override when floor is revoked or rejected during an MCPTT session?,What is the process for floor override when floor is revoked or rejected during an MCPTT session? Mission Critical Push To Talk mission critical service push to talk,0.3333333333333333,1.0,0.6666666666666667,True
q2_2035,q2,What is the non-roaming architecture for interworking between 5GS and EPC/E-UTRAN?,What is the non-roaming architecture for interworking between 5GS and EPC/E-UTRAN? Evolved Universal Terrestrial Radio Access Network LTE radio access network eNB Evolved Packet Core LTE core network MME,0.3333333333333333,1.0,0.6666666666666667,True
q2_1450,q2,"What is the structure of the AMD PDU with a 10-bit SN and an 11-bit LI field length for odd values of K (K = 1, 3, ...)?","What is the structure of the AMD PDU with a 10-bit SN and an 11-bit LI field length for odd values of K (K = 1, 3, ...)? Protocol Data Unit PDU session data unit",0.5,1.0,0.5,True
q2_1345,q2,What is the MAC structure overview from the UE side?,What is the MAC structure overview from the UE side? User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_1451,q2,"What is the AMD PDU structure with a 10-bit SN and an 11-bit LI field length for odd numbers of LIs (K = 1, 3, ...)?","What is the AMD PDU structure with a 10-bit SN and an 11-bit LI field length for odd numbers of LIs (K = 1, 3, ...)? Protocol Data Unit PDU session data unit",0.5,1.0,0.5,True
q2_1441,q2,What is the architecture for delivering QoS for DASH using PCC?,What is the architecture for delivering QoS for DASH using PCC? Quality of Service priority bearer,0.5,1.0,0.5,True
q3_489,q3,The architecture proposed by this solution supports co-existence with EPC.,The architecture proposed by this solution supports co-existence with EPC. Evolved Packet Core LTE core network MME,0.5,1.0,0.5,True
q3_487,q3,The architecture proposed by this solution is similar to the existing one in EPC.,The architecture proposed by this solution is similar to the existing one in EPC. Evolved Packet Core LTE core network MME,0.5,1.0,0.5,True
q1_3209,q1,Roaming 5G System architecture for V2X communication over PC5 and Uu reference,Roaming 5G System architecture for V2X communication over PC5 and Uu reference PC5 interface sidelink direct communication Vehicle to Everything vehicle communication sidelink,0.5,1.0,0.5,True
q2_1341,q2,What is an example of updating TAC and PLMN ID in real-time for LEO with moving beams?,What is an example of updating TAC and PLMN ID in real-time for LEO with moving beams? Public Land Mobile Network mobile network operator network,0.5,1.0,0.5,True
q3_383,q3,The procedure for PC5 link establishment with L3 UE-to-Network relay to use an S-NSSAI subject to NSSAA is depicted in Figure 6.24.2-1.,The procedure for PC5 link establishment with L3 UE-to-Network relay to use an S-NSSAI subject to NSSAA is depicted in Figure 6.24.2-1. PC5 interface sidelink direct communication,0.5,1.0,0.5,True
q1_3378,q1,HSS Initiated Subscribed QoS Modification,HSS Initiated Subscribed QoS Modification Home Subscriber Server subscriber database EPC Quality of Service priority bearer,0.5,1.0,0.5,True
q1_3363,q1,User Plane for UTRAN mode and Direct Tunnel on S12,User Plane for UTRAN mode and Direct Tunnel on S12 Universal Terrestrial Radio Access Network 3G radio access network NodeB,0.5,1.0,0.5,True
q1_3492,q1,Model for Test Mode Control and UE Test Loop Mode A on UE side when NE-DC with,Model for Test Mode Control and UE Test Loop Mode A on UE side when NE-DC with User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_3421,q1,Functional Split between NG-RAN and 5GC,Functional Split between NG-RAN and 5GC 5G Core AMF SMF Next Generation Radio Access Network 5G radio access network gNB,0.5,1.0,0.5,True
q1_3612,q1,PDCP Data PDU format for sidelink DRBs for unicast with 18 bits PDCP SN,PDCP Data PDU format for sidelink DRBs for unicast with 18 bits PDCP SN Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q1_3556,q1,RRC Connected to RRC Inactive state transition.,RRC Connected to RRC Inactive state transition. Radio Resource Control connection setup connection release,0.5,1.0,0.5,True
q1_3496,q1,Model for Test Mode Control and UE Test Loop Mode B on UE side when NE-DC,Model for Test Mode Control and UE Test Loop Mode B on UE side when NE-DC User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_789,q3,"Figure 6.2.3.1-1 provides a basic extension of 5G Media Streaming for immersive media downlink using a STAR UE, when all essential AR/MR functions in a UE are available for typical media processing use cases.","Figure 6.2.3.1-1 provides a basic extension of 5G Media Streaming for immersive media downlink using a STAR UE, when all essential AR/MR functions in a UE are available for typical media processing use cases. User Equipment mobile terminal device",0.5,1.0,0.5,True
q2_2612,q2,What is the technical diagram for a MCVideo emergency group call in 3GPP standards?,What is the technical diagram for a MCVideo emergency group call in 3GPP standards? Mission Critical Video mission critical service video service,0.5,1.0,0.5,True
q2_2903,q2,What is the shared PLMN operator and MC service provider deployment model for the MC service?,What is the shared PLMN operator and MC service provider deployment model for the MC service? Public Land Mobile Network mobile network operator network,0.5,1.0,0.5,True
q2_2747,q2,What is the process for ICS UE origination with CS media using the Gm reference point when involving an MSC?,What is the process for ICS UE origination with CS media using the Gm reference point when involving an MSC? User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_754,q2,What is the process flow for RAN signalling-based uplink network assistance?,What is the process flow for RAN signalling-based uplink network assistance? Radio Access Network radio access base station,0.5,1.0,0.5,True
q2_583,q2,What does the 3GPP technical diagram illustrate about activity notification in EN-DC with a suspended RRC connection for SCG?,What does the 3GPP technical diagram illustrate about activity notification in EN-DC with a suspended RRC connection for SCG? Radio Resource Control connection setup connection release,0.5,1.0,0.5,True
q2_1262,q2,What is the diagram showing LTE coverage overlap with UTRAN/GERAN underlay?,What is the diagram showing LTE coverage overlap with UTRAN/GERAN underlay? Universal Terrestrial Radio Access Network 3G radio access network NodeB,0.5,1.0,0.5,True
q2_1408,q2,What is the mobility procedure diagram between E-UTRA/EPC and CDMA2000 interfaces?,What is the mobility procedure diagram between E-UTRA/EPC and CDMA2000 interfaces? Evolved Packet Core LTE core network MME,0.5,1.0,0.5,True
q2_358,q2,What is the format of the PDCP data PDU as specified in TS33.381?,What is the format of the PDCP data PDU as specified in TS33.381? Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q2_23,q2,What is the process for releasing an established signalling connection over Iupc and Iuh connections from an HNB?,What is the process for releasing an established signalling connection over Iupc and Iuh connections from an HNB? Home NodeB femtocell home base station,0.5,1.0,0.5,True
q2_35,q2,What diagram shows connectionless data transfer over Iurh and Iur connections initiated by an HNB?,What diagram shows connectionless data transfer over Iurh and Iur connections initiated by an HNB? Home NodeB femtocell home base station,0.5,1.0,0.5,True
q2_125,q2,What is the procedure for handling the SUCI parameter in the UDM?,What is the procedure for handling the SUCI parameter in the UDM? Unified Data Management subscriber data 5G core,0.5,1.0,0.5,True
q1_775,q1,Functional structure for Type 1: 5G STandalone AR (STAR) UE,Functional structure for Type 1: 5G STandalone AR (STAR) UE User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_3711,q3,"Various network sharing scenarios exist, amongst which one category is RAN sharing which can be divided into the following (non exhaustive) list of sub-categories:","Various network sharing scenarios exist, amongst which one category is RAN sharing which can be divided into the following (non exhaustive) list of sub-categories: Radio Access Network radio access base station",0.5,1.0,0.5,True
q3_3612,q3,Figure 6.2.2.7-1 shows the format of the PDCP Data PDU with 18 bits PDCP SN.,Figure 6.2.2.7-1 shows the format of the PDCP Data PDU with 18 bits PDCP SN. Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q1_15,q1,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW.,Soft Handover from RNC to Open or Hybrid Access HNB via HNB-GW. Home NodeB femtocell home base station,0.5,1.0,0.5,True
q3_754,q3,Figure 6.7-1 depicts an uplink streaming architecture where RAN signalling is employed to support uplink Network Assistance functionality.,Figure 6.7-1 depicts an uplink streaming architecture where RAN signalling is employed to support uplink Network Assistance functionality. Radio Access Network radio access base station,0.5,1.0,0.5,True
q1_33,q1,Release of established signalling connection over Iurh and Iur connections – HNB,Release of established signalling connection over Iurh and Iur connections – HNB Home NodeB femtocell home base station,0.5,1.0,0.5,True
q1_1451,q1,"AMD PDU with 10 bit SN (length of LI field is 11 bits) (Odd number of LIs, i.e. K = 1, 3,","AMD PDU with 10 bit SN (length of LI field is 11 bits) (Odd number of LIs, i.e. K = 1, 3, Protocol Data Unit PDU session data unit",0.5,1.0,0.5,True
q1_1453,q1,"AMD PDU with 10 bit SN (length of LI field is 11 bits) (Even number of LIs, i.e. K = 2,","AMD PDU with 10 bit SN (length of LI field is 11 bits) (Even number of LIs, i.e. K = 2, Protocol Data Unit PDU session data unit",0.5,1.0,0.5,True
q1_3734,q1,the NS actural duration from NWDAF,the NS actural duration from NWDAF Network Data Analytics Function analytics 5G core,0.5,1.0,0.5,True
q2_15,q2,What is the soft handover process from RNC to open or hybrid access HNB via HNB-GW?,What is the soft handover process from RNC to open or hybrid access HNB via HNB-GW? Home NodeB femtocell home base station,0.5,1.0,0.5,True
q2_3208,q2,What is the roaming 5G system architecture for V2X communication over PC5 and Uu interfaces?,What is the roaming 5G system architecture for V2X communication over PC5 and Uu interfaces? PC5 interface sidelink direct communication Vehicle to Everything vehicle communication sidelink,0.5,1.0,0.5,True
q1_1111,q1,Requesting a UE's NSSAI,Requesting a UE's NSSAI User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_1302,q1,EAS to connect to UPF,EAS to connect to UPF User Plane Function user plane packet forwarding,0.5,1.0,0.5,True
q3_3608,q3,Figure 6.2.2.2-1 shows the format of the PDCP Data PDU with 12 bits PDCP SN.,Figure 6.2.2.2-1 shows the format of the PDCP Data PDU with 12 bits PDCP SN. Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q2_1410,q2,What is the mobility procedure diagram between E-UTRA/5GC and CDMA2000?,What is the mobility procedure diagram between E-UTRA/5GC and CDMA2000? 5G Core AMF SMF,0.5,1.0,0.5,True
q2_1243,q2,What is the transport view of the SMF NRM interface?,What is the transport view of the SMF NRM interface? Session Management Function PDU session session management,0.5,1.0,0.5,True
q3_30,q3,Figure 7.3.3.3.1-1: Transport of RNSAP messages via signalling connection over Iurh and Iur connections – HNB initiated.,Figure 7.3.3.3.1-1: Transport of RNSAP messages via signalling connection over Iurh and Iur connections – HNB initiated. Home NodeB femtocell home base station,0.5,1.0,0.5,True
q3_49,q3,Each wagon to be tracked is equipped with a battery-powered IoT type UE including a 5G communication module.,Each wagon to be tracked is equipped with a battery-powered IoT type UE including a 5G communication module. User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_126,q3,"When a UDM receives a SUCI from the AUSF, the UDM de-conceals the SUCI to SUPI.","When a UDM receives a SUCI from the AUSF, the UDM de-conceals the SUCI to SUPI. Unified Data Management subscriber data 5G core",0.5,1.0,0.5,True
q3_300,q3,Figure 4.2.1-1 shows the EPS architecture of the extended user plane protection service for the case where the UE’s PDN connection terminates at the P-GW.,Figure 4.2.1-1 shows the EPS architecture of the extended user plane protection service for the case where the UE’s PDN connection terminates at the P-GW. Packet Data Network PDN connection packet data User Equipment mobile terminal device Evolved Packet System LTE system EPC,0.5,1.0,0.5,True
q2_3608,q2,What is the format of the PDCP Data PDU with a 12-bit PDCP SN?,What is the format of the PDCP Data PDU with a 12-bit PDCP SN? Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q2_3702,q2,What is the sequence or process described when a UE or network requests a PDU Session release charging involving an I-SMF?,What is the sequence or process described when a UE or network requests a PDU Session release charging involving an I-SMF? Protocol Data Unit PDU session data unit User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_357,q2,What is the format of the PDCP data PDU as specified in TS331?,What is the format of the PDCP data PDU as specified in TS331? Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q2_3494,q2,What is the model for Test Mode Control and UE Test Loop Mode B on the UE side when using EN-DC?,What is the model for Test Mode Control and UE Test Loop Mode B on the UE side when using EN-DC? User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_382,q2,What is the secure PC5 link establishment procedure for UE-to-network relay?,What is the secure PC5 link establishment procedure for UE-to-network relay? PC5 interface sidelink direct communication,0.5,1.0,0.5,True
q2_3194,q2,What is the interaction between the CP and UP functions during PDN connection deactivation?,What is the interaction between the CP and UP functions during PDN connection deactivation? Packet Data Network PDN connection packet data,0.5,1.0,0.5,True
q2_2925,q2,What diagram shows UE A moving from MBMS coverage to outside the network?,What diagram shows UE A moving from MBMS coverage to outside the network? Multimedia Broadcast Multicast Service broadcast service multicast service User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_1424,q2,What is the model for UE test loop mode E on the UE side for ProSe Direct or V2X when the UE is in-in-?,What is the model for UE test loop mode E on the UE side for ProSe Direct or V2X when the UE is in-in-? User Equipment mobile terminal device Vehicle to Everything vehicle communication sidelink Proximity Services device to device direct communication,0.5,1.0,0.5,True
q2_1426,q2,What is the model for UE test loop mode G configured on the UE side to return downlink User data?,What is the model for UE test loop mode G configured on the UE side to return downlink User data? User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_488,q2,What is the process for NSWO access authentication using credentials retrieved from UDM/ARPF?,What is the process for NSWO access authentication using credentials retrieved from UDM/ARPF? Unified Data Management subscriber data 5G core,0.5,1.0,0.5,True
q2_299,q2,What is the architecture of the extended user plane protection service where P-GW terminates the PDN?,What is the architecture of the extended user plane protection service where P-GW terminates the PDN? Packet Data Network PDN connection packet data,0.5,1.0,0.5,True
q3_21,q3,Figure 7.2.2.4.1-1: Transport of PCAP messages via signalling connection over Iuh and Iupc connections – HNB initiated.,Figure 7.2.2.4.1-1: Transport of PCAP messages via signalling connection over Iuh and Iupc connections – HNB initiated. Home NodeB femtocell home base station,0.5,1.0,0.5,True
q3_3499,q3,UE test loop mode E is mandatory to all 5GS UEs supporting NR sidelink.,UE test loop mode E is mandatory to all 5GS UEs supporting NR sidelink. User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_2465,q3,This clause describes how to detect and classify IP packets for the purpose of QoS treatment in the Fixed Broadband Access network.,This clause describes how to detect and classify IP packets for the purpose of QoS treatment in the Fixed Broadband Access network. Quality of Service priority bearer,0.5,1.0,0.5,True
q1_1514,q1,"IMS session setup, resource reservation only on terminating side","IMS session setup, resource reservation only on terminating side IP Multimedia Subsystem SIP multimedia service",0.5,1.0,0.5,True
q1_1651,q1,Coexistence of existing HSS and Combined HSS/UDM using a common repository,Coexistence of existing HSS and Combined HSS/UDM using a common repository Unified Data Management subscriber data 5G core Home Subscriber Server subscriber database EPC,0.5,1.0,0.5,True
q1_1649,q1,Coexistence of existing HSS and Combined HSS/UDM with separate repositories,Coexistence of existing HSS and Combined HSS/UDM with separate repositories Unified Data Management subscriber data 5G core Home Subscriber Server subscriber database EPC,0.5,1.0,0.5,True
q1_1963,q1,Architecture for optimised handovers between E-UTRAN access and cdma2000 HRPD,Architecture for optimised handovers between E-UTRAN access and cdma2000 HRPD Evolved Universal Terrestrial Radio Access Network LTE radio access network eNB,0.5,1.0,0.5,True
q1_1894,q1,Initial E-UTRAN attach with PMIP-based S5 or S8,Initial E-UTRAN attach with PMIP-based S5 or S8 Evolved Universal Terrestrial Radio Access Network LTE radio access network eNB,0.5,1.0,0.5,True
q1_1780,q1,MCPTT emergency group call,MCPTT emergency group call Mission Critical Push To Talk mission critical service push to talk,0.5,1.0,0.5,True
q1_1441,q1,An example policy and charging control (PCC) architecture to deliver QoS for DASH,An example policy and charging control (PCC) architecture to deliver QoS for DASH Quality of Service priority bearer,0.5,1.0,0.5,True
q3_3383,q3,"When SCG bearer option is applied to support dual connectivity operation, this procedure is used to transfer bearer contexts to and from Secondary eNodeB (see TS 36.300 [5]) or Secondary gNodeB (see TS 37.340 [85]).","When SCG bearer option is applied to support dual connectivity operation, this procedure is used to transfer bearer contexts to and from Secondary eNodeB (see TS 36.300 [5]) or Secondary gNodeB (see TS 37.340 [85]). next generation NodeB 5G base station NG-RAN E-UTRAN NodeB LTE base station E-UTRAN",0.5,1.0,0.5,True
q3_3255,q3,The procedure in this sub clause may be used when two or more MC service servers are serving users in the same area and are configured to share MBMS bearers for that specific area.,The procedure in this sub clause may be used when two or more MC service servers are serving users in the same area and are configured to share MBMS bearers for that specific area. Multimedia Broadcast Multicast Service broadcast service multicast service,0.5,1.0,0.5,True
q1_2032,q1,Roaming with Home-routed architecture for ATSSS support (UE registered to the,Roaming with Home-routed architecture for ATSSS support (UE registered to the User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_1997,q1,Non-roaming architecture for UE behind 5G-RG using trusted N3GPP access,Non-roaming architecture for UE behind 5G-RG using trusted N3GPP access User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_1978,q1,UE/TWAN Initiated Detach and UE/ TWAN requested PDN Disconnection on PMIP,UE/TWAN Initiated Detach and UE/ TWAN requested PDN Disconnection on PMIP User Equipment mobile terminal device Packet Data Network PDN connection packet data,0.5,1.0,0.5,True
q3_2590,q3,Figure 4.2.2-1: Logical 5GS and EPS architecture for UAV,Figure 4.2.2-1: Logical 5GS and EPS architecture for UAV Evolved Packet System LTE system EPC,0.5,1.0,0.5,True
q2_1712,q2,What is the technical diagram for MCVideo emergency group call in 3GPP standards?,What is the technical diagram for MCVideo emergency group call in 3GPP standards? Mission Critical Video mission critical service video service,0.5,1.0,0.5,True
q3_3080,q3,Figure 8.3.2-1 shows the procedure for an MSGin5G UE that initiates an MSGin5G message request.,Figure 8.3.2-1 shows the procedure for an MSGin5G UE that initiates an MSGin5G message request. User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_2926,q3,This procedure handles a scenario when UE is moving from a location when the UE is experiencing good reception of the MBMS bearer to a location outside the MBMS service coverage.,This procedure handles a scenario when UE is moving from a location when the UE is experiencing good reception of the MBMS bearer to a location outside the MBMS service coverage. Multimedia Broadcast Multicast Service broadcast service multicast service User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_1423,q1,"Model for UE test loop mode E on UE side ProSe Direct, or, V2X when UE is in in-","Model for UE test loop mode E on UE side ProSe Direct, or, V2X when UE is in in- User Equipment mobile terminal device Vehicle to Everything vehicle communication sidelink Proximity Services device to device direct communication",0.5,1.0,0.5,True
q1_1422,q1,Model for UE test loop mode D on UE side,Model for UE test loop mode D on UE side User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_1409,q1,Mobility procedures between E-UTRA/5GC and CDMA2000,Mobility procedures between E-UTRA/5GC and CDMA2000 5G Core AMF SMF,0.5,1.0,0.5,True
q1_1393,q1,Automatic Neighbour Relation Function in case of e.g. UTRAN detected cell,Automatic Neighbour Relation Function in case of e.g. UTRAN detected cell Universal Terrestrial Radio Access Network 3G radio access network NodeB,0.5,1.0,0.5,True
q1_1341,q1,An example of updating TAC and PLMN ID in real-time for LEO with moving beams,An example of updating TAC and PLMN ID in real-time for LEO with moving beams Public Land Mobile Network mobile network operator network,0.5,1.0,0.5,True
q3_3194,q3,This clause defines interactions between the CP and UP function during the following procedures related to the deactivation of a PDN connection:,This clause defines interactions between the CP and UP function during the following procedures related to the deactivation of a PDN connection: Packet Data Network PDN connection packet data,0.5,1.0,0.5,True
q1_303,q1,BEST Key Hierarchy for EPS networks and legacy UEs,BEST Key Hierarchy for EPS networks and legacy UEs User Equipment mobile terminal device Evolved Packet System LTE system EPC,0.5,1.0,0.5,True
q1_300,q1,The architecture of the extended user plane protection service (P-GW Terminated PDN,The architecture of the extended user plane protection service (P-GW Terminated PDN Packet Data Network PDN connection packet data,0.5,1.0,0.5,True
q3_3516,q3,The MAC entity of the UE handles the following transport channels:,The MAC entity of the UE handles the following transport channels: User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_3602,q3,"For L2 UE-to-UE Relay architecture, the protocol stacks are similar to L2 UE-to-Network Relay other than the fact that the termination points are two Remote UEs.","For L2 UE-to-UE Relay architecture, the protocol stacks are similar to L2 UE-to-Network Relay other than the fact that the termination points are two Remote UEs. User Equipment mobile terminal device",0.5,1.0,0.5,True
q1_488,q1,NSWO access authentication using credentials retrieved from UDM/ARPF,NSWO access authentication using credentials retrieved from UDM/ARPF Unified Data Management subscriber data 5G core,0.5,1.0,0.5,True
q1_382,q1,Secure PC5 link establishment procedure for UE-to-network relay,Secure PC5 link establishment procedure for UE-to-network relay PC5 interface sidelink direct communication,0.5,1.0,0.5,True
q1_358,q1,PDCP data PDU format (refer to TS38.331),PDCP data PDU format (refer to TS38.331) Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q3_2861,q3,"Figure 6.28.2.6-1 shows the procedure of mode switch with delivery method change from ""shared"" to ""individual"" triggered by UE.","Figure 6.28.2.6-1 shows the procedure of mode switch with delivery method change from ""shared"" to ""individual"" triggered by UE. User Equipment mobile terminal device",0.5,1.0,0.5,True
q3_1363,q3,"In case of DC, the UE is configured with two MAC entities: one MAC entity for MeNB and one MAC entity for SeNB.","In case of DC, the UE is configured with two MAC entities: one MAC entity for MeNB and one MAC entity for SeNB. User Equipment mobile terminal device",0.5,1.0,0.5,True
q3_1345,q3,E-UTRA defines two MAC entities; one in the UE and one in the E-UTRAN.,E-UTRA defines two MAC entities; one in the UE and one in the E-UTRAN. Evolved Universal Terrestrial Radio Access Network LTE radio access network eNB User Equipment mobile terminal device,0.5,1.0,0.5,True
q3_1255,q3,"As description in 3GPP TS 38.300 [4], an NG-RAN node is either a gNB or an ng-eNB which are interconnected with each other by means of the Xn interface and connected with 5GC by means of the NG interface, more specifically to the AMF by means of the NG-C interface and to the UPF by means of the NG-U interface.","As description in 3GPP TS 38.300 [4], an NG-RAN node is either a gNB or an ng-eNB which are interconnected with each other by means of the Xn interface and connected with 5GC by means of the NG interface, more specifically to the AMF by means of the NG-C interface and to the UPF by means of the NG-U interface. Access and Mobility Management Function 5G core registration Next Generation Radio Access Network 5G radio access network gNB 5G Core User Plane Function next generation NodeB",0.5,1.0,0.5,True
q1_1327,q1,"Example of coordination between NWDAF, gNB and MDAS producer for data analytics","Example of coordination between NWDAF, gNB and MDAS producer for data analytics Network Data Analytics Function analytics 5G core next generation NodeB 5G base station NG-RAN",0.5,1.0,0.5,True
q2_1643,q2,What is the T-ADS procedure for single registration where the UE is already 5GS registered?,What is the T-ADS procedure for single registration where the UE is already 5GS registered? User Equipment mobile terminal device,0.5,1.0,0.5,True
q2_1848,q2,What is the procedure for analytics subscription and unsubscription initiated by AFs through NEF?,What is the procedure for analytics subscription and unsubscription initiated by AFs through NEF? Network Exposure Function service exposure 5G core,0.5,1.0,0.5,True
q2_1827,q2,What is the MBMS bearer decision flow process?,What is the MBMS bearer decision flow process? Multimedia Broadcast Multicast Service broadcast service multicast service,0.5,1.0,0.5,True
q2_1633,q2,What is the architecture for direct interworking between UDM and HSS with independent UDRs?,What is the architecture for direct interworking between UDM and HSS with independent UDRs? Unified Data Management subscriber data 5G core Home Subscriber Server subscriber database EPC,0.5,1.0,0.5,True
q3_1452,q3,AMD PDU consists of a Data field and an AMD PDU header.,AMD PDU consists of a Data field and an AMD PDU header. Protocol Data Unit PDU session data unit,0.5,1.0,0.5,True
q1_2862,q1,Shared to individual delivery method triggered by UE,Shared to individual delivery method triggered by UE User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_2749,q1,ICS UE Terminations with CS media information flows using I1 reference point,ICS UE Terminations with CS media information flows using I1 reference point User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_2746,q1,ICS UE Origination with CS media using Gm reference point when using an MSC,ICS UE Origination with CS media using Gm reference point when using an MSC User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_2745,q1,IMS Origination via CS Access for non ICS UE,IMS Origination via CS Access for non ICS UE IP Multimedia Subsystem SIP multimedia service User Equipment mobile terminal device,0.5,1.0,0.5,True
q1_3193,q1,Interaction between CP and UP function with PDN connection deactivation Group,Interaction between CP and UP function with PDN connection deactivation Group Packet Data Network PDN connection packet data,0.5,1.0,0.5,True
